words,tags,frequency
clea,10,5.044136191677175e-05
clean,1007,0.005079445145018915
clean.,1,5.044136191677175e-06
clean.you,1,5.044136191677175e-06
clean/always,1,5.044136191677175e-06
clean/cozy,1,5.044136191677175e-06
clean/private,1,5.044136191677175e-06
clean/safe,1,5.044136191677175e-06
cleaned,32,0.0001614123581336696
cleaned/disinfected/,2,1.008827238335435e-05
cleaner,2,1.008827238335435e-05
cleaners,7,3.530895334174023e-05
cleanest,4,2.01765447667087e-05
cleani,1,5.044136191677175e-06
cleanin,2,1.008827238335435e-05
cleaning,39,0.00019672131147540983
cleanliness,7,3.530895334174023e-05
clear,3,1.5132408575031526e-05
cleared,1,5.044136191677175e-06
cli,3,1.5132408575031526e-05
click,1,5.044136191677175e-06
clicking,1,5.044136191677175e-06
clients,2,1.008827238335435e-05
climb,1,5.044136191677175e-06
clin,3,1.5132408575031526e-05
clint,2,1.008827238335435e-05
clinto,6,3.0264817150063052e-05
clinton,55,0.00027742749054224464
clinton-hill,1,5.044136191677175e-06
clo,18,9.079445145018916e-05
cloisters,3,1.5132408575031526e-05
clorox,2,1.008827238335435e-05
clos,20,0.0001008827238335435
close,742,0.003742749054224464
closed,1,5.044136191677175e-06
closel,1,5.044136191677175e-06
closely,1,5.044136191677175e-06
closest,2,1.008827238335435e-05
closet,55,0.00027742749054224464
closet/dresse,1,5.044136191677175e-06
closets,2,1.008827238335435e-05
clot,1,5.044136191677175e-06
clothes,1,5.044136191677175e-06
clothing,1,5.044136191677175e-06
cloud,1,5.044136191677175e-06
clove,1,5.044136191677175e-06
club,13,6.557377049180328e-05
clubhouse,1,5.044136191677175e-06
clutter,2,1.008827238335435e-05
clásico,1,5.044136191677175e-06
cnn,2,1.008827238335435e-05
co,74,0.00037326607818411096
co-,5,2.5220680958385876e-05
co-livi,1,5.044136191677175e-06
co-living,13,6.557377049180328e-05
co-op,4,2.01765447667087e-05
coach,2,1.008827238335435e-05
coast,2,1.008827238335435e-05
cobb,2,1.008827238335435e-05
cobble,20,0.0001008827238335435
cocktails,1,5.044136191677175e-06
cocoon,8,4.03530895334174e-05
code,2,1.008827238335435e-05
cof,3,1.5132408575031526e-05
coffe,1,5.044136191677175e-06
coffee,12,6.0529634300126105e-05
coffee/tea/sugar/creamer/salt/pepper,1,5.044136191677175e-06
coffeeshop,1,5.044136191677175e-06
coffeeshops/delis,1,5.044136191677175e-06
col,2,1.008827238335435e-05
coli,35,0.00017654476670870113
coliving,18,9.079445145018916e-05
collec,1,5.044136191677175e-06
collected,1,5.044136191677175e-06
collection,1,5.044136191677175e-06
collective,4,2.01765447667087e-05
college,12,6.0529634300126105e-05
colo,1,5.044136191677175e-06
colombia,3,1.5132408575031526e-05
colonial,6,3.0264817150063052e-05
colonial-,1,5.044136191677175e-06
color,13,6.557377049180328e-05
colored,2,1.008827238335435e-05
colorful,41,0.0002068095838587642
coloring,1,5.044136191677175e-06
colors,4,2.01765447667087e-05
colu,3,1.5132408575031526e-05
colum,1,5.044136191677175e-06
columb,1,5.044136191677175e-06
columbi,2,1.008827238335435e-05
columbia,48,0.00024211853720050442
columbu,1,5.044136191677175e-06
columbus,13,6.557377049180328e-05
com,25,0.00012610340479192938
combination,6,3.0264817150063052e-05
combined,1,5.044136191677175e-06
combines,10,5.044136191677175e-05
combo,1,5.044136191677175e-06
come,318,0.0016040353089533418
comedy,2,1.008827238335435e-05
comercial,1,5.044136191677175e-06
comes,26,0.00013114754098360657
comf,20,0.0001008827238335435
comfo,11,5.5485498108448925e-05
comfor,21,0.00010592686002522068
comfort,70,0.00035308953341740227
comforta,11,5.5485498108448925e-05
comfortab,8,4.03530895334174e-05
comfortabl,9,4.539722572509458e-05
comfortable,788,0.003974779319041614
comfortable.,1,5.044136191677175e-06
comfortably,37,0.00018663303909205548
comforter.,1,5.044136191677175e-06
comforting,3,1.5132408575031526e-05
comforts,11,5.5485498108448925e-05
comfrotable,1,5.044136191677175e-06
comfy,167,0.0008423707440100883
comi,1,5.044136191677175e-06
comin,1,5.044136191677175e-06
coming,22,0.00011097099621689785
comm,3,1.5132408575031526e-05
comments,1,5.044136191677175e-06
committed,3,1.5132408575031526e-05
commo,2,1.008827238335435e-05
common,7,3.530895334174023e-05
commons,2,1.008827238335435e-05
commu,1,5.044136191677175e-06
commun,1,5.044136191677175e-06
communal,2,1.008827238335435e-05
communi,1,5.044136191677175e-06
communit,1,5.044136191677175e-06
communities,1,5.044136191677175e-06
community,19,9.583858764186633e-05
community-oriented,62,0.0003127364438839849
commutabl,1,5.044136191677175e-06
commute,5,2.5220680958385876e-05
commuters,1,5.044136191677175e-06
comoda,2,1.008827238335435e-05
comodo,1,5.044136191677175e-06
comodos,1,5.044136191677175e-06
comp,2,1.008827238335435e-05
compact,4,2.01765447667087e-05
companion,1,5.044136191677175e-06
company,25,0.00012610340479192938
compartido,1,5.044136191677175e-06
compl,3,1.5132408575031526e-05
comple,3,1.5132408575031526e-05
complet,1,5.044136191677175e-06
complete,29,0.00014627994955863807
completed,5,2.5220680958385876e-05
completel,1,5.044136191677175e-06
completely,63,0.000317780580075662
completion,1,5.044136191677175e-06
complex,3,1.5132408575031526e-05
compli,1,5.044136191677175e-06
compliance,1,5.044136191677175e-06
compliant,7,3.530895334174023e-05
compliant.,1,5.044136191677175e-06
compliment,1,5.044136191677175e-06
complimentary,1,5.044136191677175e-06
comply,2,1.008827238335435e-05
comprises,1,5.044136191677175e-06
comprising,1,5.044136191677175e-06
computer,1,5.044136191677175e-06
con,32,0.0001614123581336696
conce,2,1.008827238335435e-05
concentratio,1,5.044136191677175e-06
concep,1,5.044136191677175e-06
concept,11,5.5485498108448925e-05
concern,2,1.008827238335435e-05
concerns,2,1.008827238335435e-05
concierge,1,5.044136191677175e-06
concrete,1,5.044136191677175e-06
cond,3,1.5132408575031526e-05
cond.,1,5.044136191677175e-06
condit,2,1.008827238335435e-05
conditio,1,5.044136191677175e-06
condition,6,3.0264817150063052e-05
conditioned,13,6.557377049180328e-05
conditioned/,1,5.044136191677175e-06
conditioner,1,5.044136191677175e-06
conditioning,6,3.0264817150063052e-05
condo,113,0.0005699873896595208
condom,2,1.008827238335435e-05
condomini,2,1.008827238335435e-05
condominium,13,6.557377049180328e-05
condon,1,5.044136191677175e-06
condos,4,2.01765447667087e-05
coney,6,3.0264817150063052e-05
confere,1,5.044136191677175e-06
confi,1,5.044136191677175e-06
confide,1,5.044136191677175e-06
confirm,4,2.01765447667087e-05
confirmat,1,5.044136191677175e-06
confirmi,1,5.044136191677175e-06
conflu,1,5.044136191677175e-06
confort,2,1.008827238335435e-05
confortable,18,9.079445145018916e-05
confortable.,1,5.044136191677175e-06
confy,1,5.044136191677175e-06
conjunction,1,5.044136191677175e-06
connected,4,2.01765447667087e-05
conscious,1,5.044136191677175e-06
consecutive,1,5.044136191677175e-06
consider,2,1.008827238335435e-05
considerate,2,1.008827238335435e-05
considered,2,1.008827238335435e-05
considering,7,3.530895334174023e-05
consist,1,5.044136191677175e-06
consistently,1,5.044136191677175e-06
consists,6,3.0264817150063052e-05
constant,1,5.044136191677175e-06
constr,1,5.044136191677175e-06
construct,2,1.008827238335435e-05
constructed,15,7.566204287515763e-05
construction,11,5.5485498108448925e-05
consu,2,1.008827238335435e-05
consultant,2,1.008827238335435e-05
cont,1,5.044136191677175e-06
conta,1,5.044136191677175e-06
contact,25,0.00012610340479192938
contacti,1,5.044136191677175e-06
contacting,1,5.044136191677175e-06
contactless/keyless,1,5.044136191677175e-06
contained,8,4.03530895334174e-05
contains,3,1.5132408575031526e-05
contemp,1,5.044136191677175e-06
contemplation,1,5.044136191677175e-06
contemplative,1,5.044136191677175e-06
contempo,2,1.008827238335435e-05
contempora,1,5.044136191677175e-06
contemporar,1,5.044136191677175e-06
contemporary,72,0.00036317780580075664
contemporay,1,5.044136191677175e-06
conteporary,1,5.044136191677175e-06
conti,1,5.044136191677175e-06
conv,2,1.008827238335435e-05
conve,11,5.5485498108448925e-05
convei,1,5.044136191677175e-06
conven,9,4.539722572509458e-05
conveni,3,1.5132408575031526e-05
convenie,5,2.5220680958385876e-05
convenien,6,3.0264817150063052e-05
convenienc,2,1.008827238335435e-05
convenience,30,0.00015132408575031526
convenience-,1,5.044136191677175e-06
conveniences,2,1.008827238335435e-05
convenient,123,0.0006204287515762925
convenient.,1,5.044136191677175e-06
convenientl,2,1.008827238335435e-05
conveniently,109,0.0005498108448928121
conver,1,5.044136191677175e-06
conversa,1,5.044136191677175e-06
conversation,1,5.044136191677175e-06
conversion,2,1.008827238335435e-05
converte,1,5.044136191677175e-06
converted,32,0.0001614123581336696
converter,1,5.044136191677175e-06
convertible,3,1.5132408575031526e-05
conviently,1,5.044136191677175e-06
convinent,1,5.044136191677175e-06
convinently,1,5.044136191677175e-06
coo,2,1.008827238335435e-05
cook,1,5.044136191677175e-06
cookbooks,2,1.008827238335435e-05
cooker,2,1.008827238335435e-05
cooki,1,5.044136191677175e-06
cooking,1,5.044136191677175e-06
cooking.,1,5.044136191677175e-06
cookshop,2,1.008827238335435e-05
cool,83,0.0004186633039092055
coole,1,5.044136191677175e-06
cooler,3,1.5132408575031526e-05
coolest,15,7.566204287515763e-05
cooper,1,5.044136191677175e-06
cor,1,5.044136191677175e-06
coral,1,5.044136191677175e-06
core,2,1.008827238335435e-05
corn,2,1.008827238335435e-05
corne,1,5.044136191677175e-06
cornelia,1,5.044136191677175e-06
cornell,2,1.008827238335435e-05
corner,78,0.00039344262295081965
corners,2,1.008827238335435e-05
corona,4,2.01765447667087e-05
coronavi,1,5.044136191677175e-06
coronavirus,10,5.044136191677175e-05
corporate,29,0.00014627994955863807
cortelyou,1,5.044136191677175e-06
cortlant,1,5.044136191677175e-06
cosi,1,5.044136191677175e-06
cosily,1,5.044136191677175e-06
cosmopolitan,2,1.008827238335435e-05
cost,4,2.01765447667087e-05
costs,1,5.044136191677175e-06
cosy,73,0.0003682219419924338
cott,1,5.044136191677175e-06
cotta,2,1.008827238335435e-05
cottage,5,2.5220680958385876e-05
cou,4,2.01765447667087e-05
couch,22,0.00011097099621689785
couch.2,1,5.044136191677175e-06
coucou,1,5.044136191677175e-06
coul,1,5.044136191677175e-06
couldnt,1,5.044136191677175e-06
countries,1,5.044136191677175e-06
country,9,4.539722572509458e-05
country-modern,1,5.044136191677175e-06
coup,3,1.5132408575031526e-05
coupl,3,1.5132408575031526e-05
couple,66,0.0003329129886506936
couple.,1,5.044136191677175e-06
coupled,1,5.044136191677175e-06
couples,97,0.000489281210592686
court,2,1.008827238335435e-05
courts,3,1.5132408575031526e-05
courtyard,7,3.530895334174023e-05
cousy,1,5.044136191677175e-06
cov,2,1.008827238335435e-05
cove,6,3.0264817150063052e-05
cover,4,2.01765447667087e-05
covered,4,2.01765447667087e-05
covering,1,5.044136191677175e-06
coveted,4,2.01765447667087e-05
covi,1,5.044136191677175e-06
covid,34,0.00017150063051702395
covid-,2,1.008827238335435e-05
covid-1,1,5.044136191677175e-06
covid-19,51,0.00025725094577553595
covid-cleaning,1,5.044136191677175e-06
covid-pro-clean,1,5.044136191677175e-06
covid-safe,1,5.044136191677175e-06
covid19,6,3.0264817150063052e-05
coz,9,4.539722572509458e-05
cozi,1,5.044136191677175e-06
coziest,2,1.008827238335435e-05
cozine,1,5.044136191677175e-06
coziness,5,2.5220680958385876e-05
coziness-oriented,1,5.044136191677175e-06
cozy,1818,0.009170239596469105
cozy-,1,5.044136191677175e-06
cozy.,2,1.008827238335435e-05
cozy/comfy,1,5.044136191677175e-06
cozyone,1,5.044136191677175e-06
cr,10,5.044136191677175e-05
cradle,1,5.044136191677175e-06
crafted,2,1.008827238335435e-05
cramped,4,2.01765447667087e-05
crash,5,2.5220680958385876e-05
crash/,1,5.044136191677175e-06
craziness,1,5.044136191677175e-06
cre,3,1.5132408575031526e-05
creamy,2,1.008827238335435e-05
create,1,5.044136191677175e-06
created,5,2.5220680958385876e-05
creates,2,1.008827238335435e-05
creative,49,0.0002471626733921816
creatively,1,5.044136191677175e-06
creatives,2,1.008827238335435e-05
creativity,1,5.044136191677175e-06
creek,1,5.044136191677175e-06
crescent,1,5.044136191677175e-06
crew,1,5.044136191677175e-06
crib,1,5.044136191677175e-06
crisp,1,5.044136191677175e-06
cro,5,2.5220680958385876e-05
crocevia,4,2.01765447667087e-05
crocus,1,5.044136191677175e-06
cross,3,1.5132408575031526e-05
crosses,1,5.044136191677175e-06
crossing,3,1.5132408575031526e-05
crossroad,4,2.01765447667087e-05
crossroads,3,1.5132408575031526e-05
crotona,1,5.044136191677175e-06
crow,4,2.01765447667087e-05
crowded,1,5.044136191677175e-06
crowds,1,5.044136191677175e-06
crown,80,0.000403530895334174
cruiser,2,1.008827238335435e-05
cs,1,5.044136191677175e-06
ct,1,5.044136191677175e-06
cu,5,2.5220680958385876e-05
cuadra,1,5.044136191677175e-06
cuarto,4,2.01765447667087e-05
cubicle,11,5.5485498108448925e-05
cuenta,1,5.044136191677175e-06
cul-de-sac,2,1.008827238335435e-05
cult,1,5.044136191677175e-06
cultur,1,5.044136191677175e-06
cultural,11,5.5485498108448925e-05
culturally,1,5.044136191677175e-06
culture,8,4.03530895334174e-05
cumc,1,5.044136191677175e-06
cur,5,2.5220680958385876e-05
curated,7,3.530895334174023e-05
curb,2,1.008827238335435e-05
curious,2,1.008827238335435e-05
current,4,2.01765447667087e-05
currently,17,8.575031525851197e-05
curt,1,5.044136191677175e-06
curta,1,5.044136191677175e-06
curtains,2,1.008827238335435e-05
cus,2,1.008827238335435e-05
cusp,2,1.008827238335435e-05
custom,8,4.03530895334174e-05
custom-designed,2,1.008827238335435e-05
custom-made,1,5.044136191677175e-06
customary,1,5.044136191677175e-06
customer,1,5.044136191677175e-06
customers,4,2.01765447667087e-05
cut,2,1.008827238335435e-05
cute,191,0.0009634300126103404
cute/cozy,1,5.044136191677175e-06
cute3bedrooms,1,5.044136191677175e-06
cute3bedrooms1bath,1,5.044136191677175e-06
cutest,4,2.01765447667087e-05
cutting,1,5.044136191677175e-06
cutting-edg,1,5.044136191677175e-06
cvs,1,5.044136191677175e-06
cyan-101-728,1,5.044136191677175e-06
cypress,2,1.008827238335435e-05
cyprus,1,5.044136191677175e-06
còmoda,1,5.044136191677175e-06
cómoda,4,2.01765447667087e-05
cómodament,1,5.044136191677175e-06
cómodo,2,1.008827238335435e-05
côté,1,5.044136191677175e-06
d,76,0.00038335435056746533
d'east,1,5.044136191677175e-06
d-line,1,5.044136191677175e-06
da,4,2.01765447667087e-05
dab,1,5.044136191677175e-06
daily,2,1.008827238335435e-05
dakota,1,5.044136191677175e-06
damos,1,5.044136191677175e-06
dan,1,5.044136191677175e-06
dance,2,1.008827238335435e-05
dandelion,1,5.044136191677175e-06
daniel,1,5.044136191677175e-06
danish,2,1.008827238335435e-05
dans,1,5.044136191677175e-06
dark,1,5.044136191677175e-06
darkened,1,5.044136191677175e-06
das,1,5.044136191677175e-06
date,4,2.01765447667087e-05
dated,1,5.044136191677175e-06
dates,15,7.566204287515763e-05
dating,4,2.01765447667087e-05
daught,1,5.044136191677175e-06
daughter,4,2.01765447667087e-05
david,6,3.0264817150063052e-05
day,91,0.00045901639344262296
day.,3,1.5132408575031526e-05
daybe,1,5.044136191677175e-06
daylig,1,5.044136191677175e-06
daylight,2,1.008827238335435e-05
daylit,1,5.044136191677175e-06
days,35,0.00017654476670870113
dayt,1,5.044136191677175e-06
dbl,1,5.044136191677175e-06
de,5,2.5220680958385876e-05
dea,1,5.044136191677175e-06
deal,13,6.557377049180328e-05
deals,3,1.5132408575031526e-05
dean,1,5.044136191677175e-06
dear,16,8.07061790668348e-05
death,1,5.044136191677175e-06
debbies,1,5.044136191677175e-06
dec,10,5.044136191677175e-05
dec.,1,5.044136191677175e-06
decadent,1,5.044136191677175e-06
decades,1,5.044136191677175e-06
dece,3,1.5132408575031526e-05
december,4,2.01765447667087e-05
decent,5,2.5220680958385876e-05
decide,4,2.01765447667087e-05
decided,1,5.044136191677175e-06
deck,9,4.539722572509458e-05
decked,2,1.008827238335435e-05
decks,1,5.044136191677175e-06
deco,15,7.566204287515763e-05
decor,44,0.0002219419924337957
decor-ideal,1,5.044136191677175e-06
decor.,1,5.044136191677175e-06
decor.comfortably,1,5.044136191677175e-06
decora,1,5.044136191677175e-06
decorat,4,2.01765447667087e-05
decorate,3,1.5132408575031526e-05
decorated,114,0.000575031525851198
decorati,1,5.044136191677175e-06
decoration,3,1.5132408575031526e-05
decorations,1,5.044136191677175e-06
decorative,3,1.5132408575031526e-05
dedicado,2,1.008827238335435e-05
dedicated,5,2.5220680958385876e-05
deep,5,2.5220680958385876e-05
defines,2,1.008827238335435e-05
definitely,2,1.008827238335435e-05
definitelywant,1,5.044136191677175e-06
degr,1,5.044136191677175e-06
degrees,1,5.044136191677175e-06
dekalb,1,5.044136191677175e-06
del,3,1.5132408575031526e-05
delan,1,5.044136191677175e-06
delancey,1,5.044136191677175e-06
deli,1,5.044136191677175e-06
delicate,4,2.01765447667087e-05
delicately,1,5.044136191677175e-06
delicatessen,3,1.5132408575031526e-05
deliciously,1,5.044136191677175e-06
delight,2,1.008827238335435e-05
delighted,2,1.008827238335435e-05
delightful,9,4.539722572509458e-05
delightfully,3,1.5132408575031526e-05
deliver,1,5.044136191677175e-06
deliveries.,1,5.044136191677175e-06
delivers,4,2.01765447667087e-05
delta,1,5.044136191677175e-06
deluxe,19,9.583858764186633e-05
demand,3,1.5132408575031526e-05
demure,1,5.044136191677175e-06
den,5,2.5220680958385876e-05
den/br,1,5.044136191677175e-06
den/playroom,1,5.044136191677175e-06
denise,1,5.044136191677175e-06
density,1,5.044136191677175e-06
deny,1,5.044136191677175e-06
depart,1,5.044136191677175e-06
departa,1,5.044136191677175e-06
departamento,12,6.0529634300126105e-05
depi,1,5.044136191677175e-06
deposit,2,1.008827238335435e-05
depth,1,5.044136191677175e-06
dera,3,1.5132408575031526e-05
derocated,1,5.044136191677175e-06
des,7,3.530895334174023e-05
desca,1,5.044136191677175e-06
descent,1,5.044136191677175e-06
desconecta,3,1.5132408575031526e-05
described,1,5.044136191677175e-06
describes,1,5.044136191677175e-06
descrip,1,5.044136191677175e-06
description,33,0.0001664564943253468
descriptions,2,1.008827238335435e-05
descubre,1,5.044136191677175e-06
desde,1,5.044136191677175e-06
deserve,2,1.008827238335435e-05
deserves,1,5.044136191677175e-06
desi,3,1.5132408575031526e-05
design,35,0.00017654476670870113
design-focused,1,5.044136191677175e-06
design-forwa,1,5.044136191677175e-06
design.,1,5.044136191677175e-06
designe,3,1.5132408575031526e-05
designed,182,0.0009180327868852459
designed/decorated,1,5.044136191677175e-06
designer,52,0.00026229508196721314
designer-,1,5.044136191677175e-06
designer-decorated,4,2.01765447667087e-05
designers,3,1.5132408575031526e-05
designing,1,5.044136191677175e-06
designs,1,5.044136191677175e-06
designsponge-featured,1,5.044136191677175e-06
desing,2,1.008827238335435e-05
desirabl,2,1.008827238335435e-05
desirable,16,8.07061790668348e-05
desire,1,5.044136191677175e-06
desired,2,1.008827238335435e-05
desk,26,0.00013114754098360657
destacada,1,5.044136191677175e-06
destin,2,1.008827238335435e-05
destinat,1,5.044136191677175e-06
destinati,1,5.044136191677175e-06
destination,2,1.008827238335435e-05
det,5,2.5220680958385876e-05
deta,4,2.01765447667087e-05
detac,1,5.044136191677175e-06
detached,6,3.0264817150063052e-05
detai,1,5.044136191677175e-06
detail,4,2.01765447667087e-05
details,19,9.583858764186633e-05
deutschland,1,5.044136191677175e-06
developed,1,5.044136191677175e-06
developing,1,5.044136191677175e-06
development,2,1.008827238335435e-05
di,13,6.557377049180328e-05
diagonally,1,5.044136191677175e-06
dif,1,5.044136191677175e-06
different,1,5.044136191677175e-06
digita,1,5.044136191677175e-06
digital,2,1.008827238335435e-05
digs,12,6.0529634300126105e-05
dimes,1,5.044136191677175e-06
din,2,1.008827238335435e-05
dine-in,1,5.044136191677175e-06
diner,1,5.044136191677175e-06
dini,2,1.008827238335435e-05
dining,13,6.557377049180328e-05
dinni,4,2.01765447667087e-05
dinning,3,1.5132408575031526e-05
dino,1,5.044136191677175e-06
dir,2,1.008827238335435e-05
direc,2,1.008827238335435e-05
direct,10,5.044136191677175e-05
directly,9,4.539722572509458e-05
dirty,2,1.008827238335435e-05
dis,10,5.044136191677175e-05
disapp,1,5.044136191677175e-06
disappointed,1,5.044136191677175e-06
disc,1,5.044136191677175e-06
disclaimer,4,2.01765447667087e-05
disconnect,1,5.044136191677175e-06
discoun,1,5.044136191677175e-06
discount,15,7.566204287515763e-05
discounted,12,6.0529634300126105e-05
discounts,4,2.01765447667087e-05
discover,5,2.5220680958385876e-05
discuss,1,5.044136191677175e-06
discussed,1,5.044136191677175e-06
disfruta,2,1.008827238335435e-05
dish,1,5.044136191677175e-06
dishwa,1,5.044136191677175e-06
dishwasher,1,5.044136191677175e-06
disinf,4,2.01765447667087e-05
disinfe,1,5.044136191677175e-06
disinfec,7,3.530895334174023e-05
disinfect,1,5.044136191677175e-06
disinfecte,3,1.5132408575031526e-05
disinfected,14,7.061790668348046e-05
displayed,6,3.0264817150063052e-05
dispon,1,5.044136191677175e-06
dist,5,2.5220680958385876e-05
dista,5,2.5220680958385876e-05
distan,4,2.01765447667087e-05
distance,73,0.0003682219419924338
distancing,6,3.0264817150063052e-05
distancing-friendly,1,5.044136191677175e-06
distin,1,5.044136191677175e-06
distinctive,1,5.044136191677175e-06
distr,2,1.008827238335435e-05
distri,5,2.5220680958385876e-05
distric,4,2.01765447667087e-05
district,19,9.583858764186633e-05
district/,1,5.044136191677175e-06
dit,1,5.044136191677175e-06
ditm,1,5.044136191677175e-06
ditmars,2,1.008827238335435e-05
ditmas,14,7.061790668348046e-05
div,6,3.0264817150063052e-05
diverse,20,0.0001008827238335435
diversity,2,1.008827238335435e-05
divided,4,2.01765447667087e-05
dividing,1,5.044136191677175e-06
djing,1,5.044136191677175e-06
dm,1,5.044136191677175e-06
do,92,0.00046406052963430015
doble,1,5.044136191677175e-06
does,2,1.008827238335435e-05
dog,8,4.03530895334174e-05
dogs-,1,5.044136191677175e-06
doin,1,5.044136191677175e-06
doing,2,1.008827238335435e-05
doll,3,1.5132408575031526e-05
dolla,1,5.044136191677175e-06
dollar,2,1.008827238335435e-05
dome,1,5.044136191677175e-06
dominican,1,5.044136191677175e-06
domino,2,1.008827238335435e-05
don,4,2.01765447667087e-05
done,3,1.5132408575031526e-05
dont,9,4.539722572509458e-05
donut,3,1.5132408575031526e-05
donuts,2,1.008827238335435e-05
doo,2,1.008827238335435e-05
door,19,9.583858764186633e-05
door-man,1,5.044136191677175e-06
doorm,9,4.539722572509458e-05
doorma,4,2.01765447667087e-05
doorman,86,0.0004337957124842371
doorman-elevator,1,5.044136191677175e-06
doorman/elevato,1,5.044136191677175e-06
doorman/elevator,2,1.008827238335435e-05
doorman/laundry,1,5.044136191677175e-06
doormans,1,5.044136191677175e-06
doormen,2,1.008827238335435e-05
doors,11,5.5485498108448925e-05
dope,1,5.044136191677175e-06
dorm,4,2.01765447667087e-05
dormitor,1,5.044136191677175e-06
dormitorio,2,1.008827238335435e-05
dorp,1,5.044136191677175e-06
dou,2,1.008827238335435e-05
double,65,0.0003278688524590164
double-glazed,1,5.044136191677175e-06
double-height,1,5.044136191677175e-06
doubles,1,5.044136191677175e-06
doubt,1,5.044136191677175e-06
doug,2,1.008827238335435e-05
dow,4,2.01765447667087e-05
down,17,8.575031525851197e-05
downsta,1,5.044136191677175e-06
downstair,1,5.044136191677175e-06
downstairs,2,1.008827238335435e-05
downt,3,1.5132408575031526e-05
downto,3,1.5132408575031526e-05
downtow,4,2.01765447667087e-05
downtown,69,0.0003480453972257251
doze,1,5.044136191677175e-06
dozen,1,5.044136191677175e-06
drag,1,5.044136191677175e-06
dramatic,2,1.008827238335435e-05
draper,5,2.5220680958385876e-05
drawe,1,5.044136191677175e-06
drawer,4,2.01765447667087e-05
drawers,3,1.5132408575031526e-05
dream,24,0.00012105926860025221
dream-like,1,5.044136191677175e-06
dreamed,1,5.044136191677175e-06
dreamt,1,5.044136191677175e-06
dreamy,8,4.03530895334174e-05
dren,1,5.044136191677175e-06
drenche,1,5.044136191677175e-06
drenched,37,0.00018663303909205548
dres,1,5.044136191677175e-06
dress,3,1.5132408575031526e-05
dresser,3,1.5132408575031526e-05
dresser/armuor,1,5.044136191677175e-06
dressers,1,5.044136191677175e-06
dressing,1,5.044136191677175e-06
dri,4,2.01765447667087e-05
drink,1,5.044136191677175e-06
driv,2,1.008827238335435e-05
drive,20,0.0001008827238335435
drive/transportation,2,1.008827238335435e-05
driving,1,5.044136191677175e-06
dropped,1,5.044136191677175e-06
drums,1,5.044136191677175e-06
drye,1,5.044136191677175e-06
dryer,7,3.530895334174023e-05
ds,1,5.044136191677175e-06
dstct,1,5.044136191677175e-06
du,16,8.07061790668348e-05
duane,1,5.044136191677175e-06
dubbed,1,5.044136191677175e-06
dublex,1,5.044136191677175e-06
dubplex,1,5.044136191677175e-06
duchill,2,1.008827238335435e-05
due,35,0.00017654476670870113
duermen,1,5.044136191677175e-06
dulex,1,5.044136191677175e-06
dum,1,5.044136191677175e-06
dumbo,9,4.539722572509458e-05
dun-,1,5.044136191677175e-06
dunkin,3,1.5132408575031526e-05
dunwells,1,5.044136191677175e-06
dup,4,2.01765447667087e-05
dupl,8,4.03530895334174e-05
duple,7,3.530895334174023e-05
duplex,340,0.0017150063051702396
duplex-style,2,1.008827238335435e-05
duplexes,1,5.044136191677175e-06
dutch,1,5.044136191677175e-06
dvr,1,5.044136191677175e-06
dw,1,5.044136191677175e-06
dwell,4,2.01765447667087e-05
dwell-inspired,1,5.044136191677175e-06
dwelling,1,5.044136191677175e-06
dwellings,2,1.008827238335435e-05
dying,1,5.044136191677175e-06
dyk,1,5.044136191677175e-06
dynamic,2,1.008827238335435e-05
dyson,1,5.044136191677175e-06
décor,3,1.5132408575031526e-05
e,142,0.0007162673392181589
e.,1,5.044136191677175e-06
e.v,1,5.044136191677175e-06
ea,28,0.0001412358133669609
eac,1,5.044136191677175e-06
eagerly,1,5.044136191677175e-06
earl,1,5.044136191677175e-06
early,10,5.044136191677175e-05
early/late,2,1.008827238335435e-05
earth,1,5.044136191677175e-06
eas,18,9.079445145018916e-05
ease,6,3.0264817150063052e-05
easi,1,5.044136191677175e-06
easier,1,5.044136191677175e-06
easily,18,9.079445145018916e-05
easing,1,5.044136191677175e-06
east,577,0.00291046658259773
east-h,1,5.044136191677175e-06
east-village,1,5.044136191677175e-06
eastern,2,1.008827238335435e-05
eastside,3,1.5132408575031526e-05
easy,96,0.00048423707440100884
easy-going,1,5.044136191677175e-06
easy/q,1,5.044136191677175e-06
eat,12,6.0529634300126105e-05
eat-,1,5.044136191677175e-06
eat-in,5,2.5220680958385876e-05
eateries,12,6.0529634300126105e-05
eatery,1,5.044136191677175e-06
ebullient,1,5.044136191677175e-06
ec,1,5.044136191677175e-06
eccentric,1,5.044136191677175e-06
ecle,1,5.044136191677175e-06
eclect,1,5.044136191677175e-06
eclectic,38,0.00019167717528373267
eclectically,1,5.044136191677175e-06
eco,2,1.008827238335435e-05
eco-friendly,1,5.044136191677175e-06
economic,1,5.044136191677175e-06
economical,5,2.5220680958385876e-05
economy,2,1.008827238335435e-05
ecu,1,5.044136191677175e-06
edge,10,5.044136191677175e-05
edificio,1,5.044136191677175e-06
edit,1,5.044136191677175e-06
edna.,1,5.044136191677175e-06
edwardia,1,5.044136191677175e-06
edwardian,3,1.5132408575031526e-05
effective,1,5.044136191677175e-06
efficie,1,5.044136191677175e-06
efficiency,3,1.5132408575031526e-05
efficient,3,1.5132408575031526e-05
effort,1,5.044136191677175e-06
efmr7,1,5.044136191677175e-06
egg,1,5.044136191677175e-06
