words,tags,frequency
-surrounded,1,5.044136191677175e-06
-t,1,5.044136191677175e-06
-temperature,1,5.044136191677175e-06
-this,4,2.01765447667087e-05
-two,2,1.008827238335435e-05
-well,1,5.044136191677175e-06
-where,1,5.044136191677175e-06
..,22,0.00011097099621689785
....,173,0.0008726355611601513
.....,1,5.044136191677175e-06
.2,1,5.044136191677175e-06
.25,1,5.044136191677175e-06
.5,1,5.044136191677175e-06
.a,1,5.044136191677175e-06
.com/h/redhookhome,1,5.044136191677175e-06
.com/h/redhookhome2,1,5.044136191677175e-06
.hdtv,1,5.044136191677175e-06
.it,2,1.008827238335435e-05
.only,1,5.044136191677175e-06
.please,1,5.044136191677175e-06
.sublet,1,5.044136191677175e-06
.two,1,5.044136191677175e-06
.you,1,5.044136191677175e-06
/,2633,0.013281210592686003
/1,3,1.5132408575031526e-05
/2,1,5.044136191677175e-06
/b,637,0.0032131147540983606
/comfortable,1,5.044136191677175e-06
/couples,1,5.044136191677175e-06
/crown,1,5.044136191677175e-06
/no,1,5.044136191677175e-06
"1,700-square-foot",1,5.044136191677175e-06
1-,7,3.530895334174023e-05
1-10,1,5.044136191677175e-06
1-2,10,5.044136191677175e-05
1-3,3,1.5132408575031526e-05
1-3mo,1,5.044136191677175e-06
1-6,2,1.008827238335435e-05
1-b,2,1.008827238335435e-05
1-bath,5,2.5220680958385876e-05
1-bathroom,2,1.008827238335435e-05
1-bdr,1,5.044136191677175e-06
1-bdrm,2,1.008827238335435e-05
1-bed,5,2.5220680958385876e-05
1-bedr,2,1.008827238335435e-05
1-bedro,1,5.044136191677175e-06
1-bedroo,1,5.044136191677175e-06
1-bedroom,100,0.0005044136191677175
1-bedrooom,1,5.044136191677175e-06
1-br,15,7.566204287515763e-05
1-minute,2,1.008827238335435e-05
1-strong,1,5.044136191677175e-06
1.5-2,1,5.044136191677175e-06
1/2ft-wide,1,5.044136191677175e-06
10-12,1,5.044136191677175e-06
10-15,4,2.01765447667087e-05
10-foot,1,5.044136191677175e-06
10-ft,1,5.044136191677175e-06
10-minute,1,5.044136191677175e-06
100-year,2,1.008827238335435e-05
10mins,1,5.044136191677175e-06
10th,3,1.5132408575031526e-05
11-ft,1,5.044136191677175e-06
11th-14th,1,5.044136191677175e-06
12-,2,1.008827238335435e-05
12-15,1,5.044136191677175e-06
120-year-old,2,1.008827238335435e-05
13-14,1,5.044136191677175e-06
14-time,1,5.044136191677175e-06
14th,1,5.044136191677175e-06
15-,1,5.044136191677175e-06
15-20,2,1.008827238335435e-05
15-20mins,1,5.044136191677175e-06
15-minute,2,1.008827238335435e-05
15-time,1,5.044136191677175e-06
16-23best,1,5.044136191677175e-06
17-,1,5.044136191677175e-06
17th,1,5.044136191677175e-06
19th,15,7.566204287515763e-05
1ba,1,5.044136191677175e-06
1st,5,2.5220680958385876e-05
1st-20th,1,5.044136191677175e-06
1st-floor,2,1.008827238335435e-05
2-,4,2.01765447667087e-05
2-3,4,2.01765447667087e-05
2-5,1,5.044136191677175e-06
2-b,1,5.044136191677175e-06
2-bath,7,3.530895334174023e-05
2-bathroom,4,2.01765447667087e-05
2-bathrooms,1,5.044136191677175e-06
2-bd.,1,5.044136191677175e-06
2-bdr,1,5.044136191677175e-06
2-bed,8,4.03530895334174e-05
2-bed/2-ba,1,5.044136191677175e-06
2-bed/2-bath,1,5.044136191677175e-06
2-bedr,4,2.01765447667087e-05
2-bedroom,99,0.0004993694829760404
2-bedroom/1,1,5.044136191677175e-06
2-bedroom/2,1,5.044136191677175e-06
2-bedroomed,1,5.044136191677175e-06
2-bedrooms,2,1.008827238335435e-05
2-bedrooms/1-bathroom,1,5.044136191677175e-06
2-block,1,5.044136191677175e-06
2-br,3,1.5132408575031526e-05
2-brs,1,5.044136191677175e-06
2-famil,1,5.044136191677175e-06
2-family,3,1.5132408575031526e-05
2-floor,4,2.01765447667087e-05
2-floors,1,5.044136191677175e-06
2-lev,1,5.044136191677175e-06
2-minute,5,2.5220680958385876e-05
2-room,3,1.5132408575031526e-05
2-st,1,5.044136191677175e-06
2-story,7,3.530895334174023e-05
2-there,1,5.044136191677175e-06
2.5-bedroom,1,5.044136191677175e-06
2012-2,1,5.044136191677175e-06
20minutes,1,5.044136191677175e-06
20th,5,2.5220680958385876e-05
24-h,1,5.044136191677175e-06
24-hour,4,2.01765447667087e-05
24-year,1,5.044136191677175e-06
25-30,1,5.044136191677175e-06
25-ft,1,5.044136191677175e-06
25min,1,5.044136191677175e-06
26th-,1,5.044136191677175e-06
2nd,28,0.0001412358133669609
2nd-floor,3,1.5132408575031526e-05
3-,2,1.008827238335435e-05
3-4,1,5.044136191677175e-06
3-6,2,1.008827238335435e-05
3-7,1,5.044136191677175e-06
3-b,2,1.008827238335435e-05
3-bdm,1,5.044136191677175e-06
3-bdrm,1,5.044136191677175e-06
3-be,4,2.01765447667087e-05
3-bed,6,3.0264817150063052e-05
3-bedr,2,1.008827238335435e-05
3-bedroo,1,5.044136191677175e-06
3-bedroom,26,0.00013114754098360657
3-bedroom/1-bath,1,5.044136191677175e-06
3-bl,1,5.044136191677175e-06
3-br,5,2.5220680958385876e-05
3-br/2-bath,1,5.044136191677175e-06
3-fa,1,5.044136191677175e-06
3-fam,1,5.044136191677175e-06
3-levels,1,5.044136191677175e-06
3-person,1,5.044136191677175e-06
3-room,1,5.044136191677175e-06
3-stor,1,5.044136191677175e-06
3-store,1,5.044136191677175e-06
3-storey,1,5.044136191677175e-06
3-story,6,3.0264817150063052e-05
30-night,1,5.044136191677175e-06
300-square-foot,1,5.044136191677175e-06
30th,3,1.5132408575031526e-05
34-foot,1,5.044136191677175e-06
34th,1,5.044136191677175e-06
35th,3,1.5132408575031526e-05
3br/2full-bath,1,5.044136191677175e-06
3rd,2,1.008827238335435e-05
4-5,4,2.01765447667087e-05
4-6,1,5.044136191677175e-06
4-bedroom,14,7.061790668348046e-05
4-fl,1,5.044136191677175e-06
4-floor,2,1.008827238335435e-05
4-room,2,1.008827238335435e-05
4-story,3,1.5132408575031526e-05
4/11-,1,5.044136191677175e-06
400-squar,1,5.044136191677175e-06
4th,18,9.079445145018916e-05
5-,1,5.044136191677175e-06
5-1,1,5.044136191677175e-06
5-10,4,2.01765447667087e-05
5-7,3,1.5132408575031526e-05
5-bedroom,1,5.044136191677175e-06
5-min,1,5.044136191677175e-06
5-minute,3,1.5132408575031526e-05
5-minutes,3,1.5132408575031526e-05
5-room,1,5.044136191677175e-06
5-star,1,5.044136191677175e-06
5-storey,1,5.044136191677175e-06
50-60,1,5.044136191677175e-06
500-sq,1,5.044136191677175e-06
50th,1,5.044136191677175e-06
57-11247,1,5.044136191677175e-06
57th,1,5.044136191677175e-06
5th,19,9.583858764186633e-05
6-8,1,5.044136191677175e-06
6-bedro,1,5.044136191677175e-06
600,1,5.044136191677175e-06
600-square-foot,1,5.044136191677175e-06
65-in,1,5.044136191677175e-06
7-,1,5.044136191677175e-06
7-10,1,5.044136191677175e-06
7-9,1,5.044136191677175e-06
7-level,1,5.044136191677175e-06
7-m,1,5.044136191677175e-06
7-story,1,5.044136191677175e-06
7/1/2019-the,1,5.044136191677175e-06
7/20-8/6,1,5.044136191677175e-06
70-something,1,5.044136191677175e-06
7th,1,5.044136191677175e-06
8-,1,5.044136191677175e-06
85th,1,5.044136191677175e-06
8am-midnight,1,5.044136191677175e-06
8th-fl,1,5.044136191677175e-06
9-ft,1,5.044136191677175e-06
<,4273,0.02155359394703657
=,1,5.044136191677175e-06
>,3231,0.016297604035308954
@,32,0.0001614123581336696
[,7,3.530895334174023e-05
],6,3.0264817150063052e-05
_cozy,1,5.044136191677175e-06
_triplex,1,5.044136191677175e-06
a-b-c-d,1,5.044136191677175e-06
a-express/c/e/1-train,1,5.044136191677175e-06
a/,1,5.044136191677175e-06
a/c,12,6.0529634300126105e-05
a/c/,2,1.008827238335435e-05
a/c/2/3,1,5.044136191677175e-06
a/c/3,1,5.044136191677175e-06
a/d,1,5.044136191677175e-06
a/g,1,5.044136191677175e-06
ab,1,5.044136191677175e-06
abcd,3,1.5132408575031526e-05
aber,1,5.044136191677175e-06
able,9,4.539722572509458e-05
abo,4,2.01765447667087e-05
aboard,1,5.044136191677175e-06
abode,12,6.0529634300126105e-05
abou,7,3.530895334174023e-05
abroad,1,5.044136191677175e-06
abs,1,5.044136191677175e-06
absol,1,5.044136191677175e-06
absolut,1,5.044136191677175e-06
absolute,1,5.044136191677175e-06
absolutely,27,0.00013619167717528373
absurdly,1,5.044136191677175e-06
abuelita,1,5.044136191677175e-06
abundance,1,5.044136191677175e-06
abundant,2,1.008827238335435e-05
ac,38,0.00019167717528373267
academic,1,5.044136191677175e-06
acadia,1,5.044136191677175e-06
acc,11,5.5485498108448925e-05
acce,9,4.539722572509458e-05
accept,5,2.5220680958385876e-05
acceptable,1,5.044136191677175e-06
accepted,2,1.008827238335435e-05
accepting,7,3.530895334174023e-05
acces,12,6.0529634300126105e-05
acceso,1,5.044136191677175e-06
access,145,0.0007313997477931904
access/in,2,1.008827238335435e-05
accessi,2,1.008827238335435e-05
accessibility,1,5.044136191677175e-06
accessibl,1,5.044136191677175e-06
accessible,8,4.03530895334174e-05
acco,2,1.008827238335435e-05
accom,2,1.008827238335435e-05
accomm,5,2.5220680958385876e-05
accommo,2,1.008827238335435e-05
accommod,3,1.5132408575031526e-05
accommoda,3,1.5132408575031526e-05
accommodat,2,1.008827238335435e-05
accommodate,13,6.557377049180328e-05
accommodates,4,2.01765447667087e-05
accommodati,1,5.044136191677175e-06
accommodatin,1,5.044136191677175e-06
accommodatio,3,1.5132408575031526e-05
accommodation,12,6.0529634300126105e-05
accommodations,16,8.07061790668348e-05
accomodate,2,1.008827238335435e-05
accomodati,1,5.044136191677175e-06
accomodations,1,5.044136191677175e-06
according,2,1.008827238335435e-05
accurate-,1,5.044136191677175e-06
ace23456jmz,1,5.044136191677175e-06
achilles,1,5.044136191677175e-06
aclove,1,5.044136191677175e-06
aco,3,1.5132408575031526e-05
acogedor,6,3.0264817150063052e-05
acogedora,2,1.008827238335435e-05
acojedor,1,5.044136191677175e-06
acr,5,2.5220680958385876e-05
acropolis,1,5.044136191677175e-06
acros,4,2.01765447667087e-05
action,4,2.01765447667087e-05
actions,1,5.044136191677175e-06
active,4,2.01765447667087e-05
activitie,1,5.044136191677175e-06
actual,2,1.008827238335435e-05
actuall,2,1.008827238335435e-05
actually,4,2.01765447667087e-05
ad,3,1.5132408575031526e-05
ada,3,1.5132408575031526e-05
add,1,5.044136191677175e-06
added,23,0.00011601513240857504
added/u,1,5.044136191677175e-06
additio,1,5.044136191677175e-06
addition,3,1.5132408575031526e-05
additional,4,2.01765447667087e-05
address,4,2.01765447667087e-05
adequate,2,1.008827238335435e-05
adher,1,5.044136191677175e-06
adj,41,0.0002068095838587642
adjac,2,1.008827238335435e-05
adjace,1,5.044136191677175e-06
adjacen,1,5.044136191677175e-06
adjacent,2,1.008827238335435e-05
adjoining,1,5.044136191677175e-06
ador,1,5.044136191677175e-06
adorable,35,0.00017654476670870113
adorbale,1,5.044136191677175e-06
adorne,1,5.044136191677175e-06
adrian,1,5.044136191677175e-06
adul,1,5.044136191677175e-06
adult,2,1.008827238335435e-05
adults,4,2.01765447667087e-05
adv,1,5.044136191677175e-06
adva,1,5.044136191677175e-06
advantage,2,1.008827238335435e-05
advent,1,5.044136191677175e-06
adventur,2,1.008827238335435e-05
adventure,5,2.5220680958385876e-05
adventurer,1,5.044136191677175e-06
adventurers,35,0.00017654476670870113
adventurers.,1,5.044136191677175e-06
adventurers/studen,1,5.044136191677175e-06
adventures,2,1.008827238335435e-05
advise,1,5.044136191677175e-06
aeropu,1,5.044136191677175e-06
aeropuerto,2,1.008827238335435e-05
aesthetic,8,4.03530895334174e-05
aesthetically,1,5.044136191677175e-06
af,3,1.5132408575031526e-05
affectionately,1,5.044136191677175e-06
affo,1,5.044136191677175e-06
afford,1,5.044136191677175e-06
afforda,1,5.044136191677175e-06
affordab,1,5.044136191677175e-06
affordabi,1,5.044136191677175e-06
affordable,39,0.00019672131147540983
afi,3,1.5132408575031526e-05
african,1,5.044136191677175e-06
aft,1,5.044136191677175e-06
afte,4,2.01765447667087e-05
ag,4,2.01765447667087e-05
aga,2,1.008827238335435e-05
agai,1,5.044136191677175e-06
again,2,1.008827238335435e-05
age,4,2.01765447667087e-05
ago,1,5.044136191677175e-06
agreeme,1,5.044136191677175e-06
agrees,1,5.044136191677175e-06
ai,6,3.0264817150063052e-05
aid,3,1.5132408575031526e-05
aim,2,1.008827238335435e-05
air,54,0.00027238335435056745
air-,3,1.5132408575031526e-05
air-c,1,5.044136191677175e-06
air-condit,1,5.044136191677175e-06
air-conditione,2,1.008827238335435e-05
air-conditioned,8,4.03530895334174e-05
air-conditioner,1,5.044136191677175e-06
airb,1,5.044136191677175e-06
airbed,1,5.044136191677175e-06
airbnb,84,0.0004237074401008827
airbnb'ers,2,1.008827238335435e-05
airbnb'ing,2,1.008827238335435e-05
airbnb-ing,1,5.044136191677175e-06
airbnber,1,5.044136191677175e-06
airbnbers,1,5.044136191677175e-06
airbnbing,1,5.044136191677175e-06
airbnbs,1,5.044136191677175e-06
airconditioned,1,5.044136191677175e-06
airconditioning,1,5.044136191677175e-06
aire,2,1.008827238335435e-05
aired,1,5.044136191677175e-06
airpo,2,1.008827238335435e-05
airpor,2,1.008827238335435e-05
airport,49,0.0002471626733921816
"airport,3",1,5.044136191677175e-06
airport.e,1,5.044136191677175e-06
airports,5,2.5220680958385876e-05
airtrain,3,1.5132408575031526e-05
airy,129,0.0006506935687263557
aiyana,1,5.044136191677175e-06
ajoupa,1,5.044136191677175e-06
aka,1,5.044136191677175e-06
akua,1,5.044136191677175e-06
al,12,6.0529634300126105e-05
alameda,1,5.044136191677175e-06
alanah,1,5.044136191677175e-06
albans,1,5.044136191677175e-06
albert,1,5.044136191677175e-06
alcove,39,0.00019672131147540983
alderman,2,1.008827238335435e-05
aleph,1,5.044136191677175e-06
alice,1,5.044136191677175e-06
alisa,1,5.044136191677175e-06
all,2,1.008827238335435e-05
all-in-one,1,5.044136191677175e-06
all-renovated,1,5.044136191677175e-06
all-suites,1,5.044136191677175e-06
all.,1,5.044136191677175e-06
allen,4,2.01765447667087e-05
alley,40,0.000201765447667087
allo,1,5.044136191677175e-06
allow,4,2.01765447667087e-05
allowed,14,7.061790668348046e-05
allowing,1,5.044136191677175e-06
alm,1,5.044136191677175e-06
almost,6,3.0264817150063052e-05
alojada,1,5.044136191677175e-06
alojam,1,5.044136191677175e-06
alojamiento,1,5.044136191677175e-06
alon,1,5.044136191677175e-06
alone,3,1.5132408575031526e-05
alot,1,5.044136191677175e-06
alp,1,5.044136191677175e-06
alphabet,9,4.539722572509458e-05
alquiler,1,5.044136191677175e-06
already,11,5.5485498108448925e-05
also,15,7.566204287515763e-05
alternative,7,3.530895334174023e-05
alwa,1,5.044136191677175e-06
alway,1,5.044136191677175e-06
always,14,7.061790668348046e-05
am,144,0.0007263556116015133
ama,3,1.5132408575031526e-05
amable,1,5.044136191677175e-06
amaz,5,2.5220680958385876e-05
amaze,1,5.044136191677175e-06
amazi,1,5.044136191677175e-06
amazin,5,2.5220680958385876e-05
amazing,381,0.0019218158890290037
amazing/spacious,1,5.044136191677175e-06
amazingly,8,4.03530895334174e-05
amazo,1,5.044136191677175e-06
ambiance,3,1.5132408575031526e-05
amc,2,1.008827238335435e-05
ame,3,1.5132408575031526e-05
amen,2,1.008827238335435e-05
ameni,2,1.008827238335435e-05
amenit,5,2.5220680958385876e-05
ameniti,1,5.044136191677175e-06
amenitie,5,2.5220680958385876e-05
amenities,30,0.00015132408575031526
amenity,1,5.044136191677175e-06
america,1,5.044136191677175e-06
american,6,3.0264817150063052e-05
american-born,1,5.044136191677175e-06
amidst,1,5.044136191677175e-06
amis,1,5.044136191677175e-06
amo,1,5.044136191677175e-06
amongst,2,1.008827238335435e-05
amount,3,1.5132408575031526e-05
amp,1,5.044136191677175e-06
ample,16,8.07061790668348e-05
amplia,1,5.044136191677175e-06
amplio,4,2.01765447667087e-05
amply-lit,1,5.044136191677175e-06
ams,1,5.044136191677175e-06
amsterd,1,5.044136191677175e-06
amsterdam,3,1.5132408575031526e-05
amy,9,4.539722572509458e-05
anchored,1,5.044136191677175e-06
and/or,2,1.008827238335435e-05
anderson,1,5.044136191677175e-06
andrea,1,5.044136191677175e-06
android,1,5.044136191677175e-06
anella,1,5.044136191677175e-06
ange,1,5.044136191677175e-06
angel,1,5.044136191677175e-06
anne-style,1,5.044136191677175e-06
announcement,2,1.008827238335435e-05
ano,1,5.044136191677175e-06
anti-covid,1,5.044136191677175e-06
antibacterial,3,1.5132408575031526e-05
antique,10,5.044136191677175e-05
antique-filled,1,5.044136191677175e-06
antique-obsessed,1,5.044136191677175e-06
antiques,4,2.01765447667087e-05
antiquish,1,5.044136191677175e-06
anybody,1,5.044136191677175e-06
anymore,1,5.044136191677175e-06
anyo,1,5.044136191677175e-06
anyone,15,7.566204287515763e-05
anyplace,1,5.044136191677175e-06
anything,6,3.0264817150063052e-05
anytime,2,1.008827238335435e-05
anywher,1,5.044136191677175e-06
anywhere,6,3.0264817150063052e-05
ap,136,0.0006860025220680958
apa,120,0.000605296343001261
apaprtment,1,5.044136191677175e-06
apar,118,0.0005952080706179067
aparment,5,2.5220680958385876e-05
aparment.,1,5.044136191677175e-06
apart,142,0.0007162673392181589
apartament,5,2.5220680958385876e-05
apartamento,3,1.5132408575031526e-05
apartm,109,0.0005498108448928121
apartme,136,0.0006860025220680958
apartmen,124,0.0006254728877679698
apartmens,1,5.044136191677175e-06
apartment,5982,0.030174022698612864
"apartment,2",1,5.044136191677175e-06
apartment-,1,5.044136191677175e-06
apartment-15,1,5.044136191677175e-06
apartment-house,1,5.044136191677175e-06
apartment-studio,1,5.044136191677175e-06
apartment.,32,0.0001614123581336696
apartment.on,1,5.044136191677175e-06
apartment.the,1,5.044136191677175e-06
apartment.we,1,5.044136191677175e-06
apartment/1,1,5.044136191677175e-06
apartment/flat,2,1.008827238335435e-05
apartment/suite,1,5.044136191677175e-06
apartments,42,0.00021185372005044136
apex,1,5.044136191677175e-06
apol,1,5.044136191677175e-06
apoll,1,5.044136191677175e-06
app,3,1.5132408575031526e-05
appar,1,5.044136191677175e-06
appartamento,1,5.044136191677175e-06
appartemen,1,5.044136191677175e-06
appartement,6,3.0264817150063052e-05
appartment,16,8.07061790668348e-05
appeal,3,1.5132408575031526e-05
appet,1,5.044136191677175e-06
apple,18,9.079445145018916e-05
applian,1,5.044136191677175e-06
appliance,2,1.008827238335435e-05
appliances,8,4.03530895334174e-05
apply,1,5.044136191677175e-06
appoint,1,5.044136191677175e-06
appointed,34,0.00017150063051702395
appreciab,2,1.008827238335435e-05
appreciate,1,5.044136191677175e-06
appropriate,1,5.044136191677175e-06
approval,1,5.044136191677175e-06
approved/,1,5.044136191677175e-06
approx,11,5.5485498108448925e-05
approxi,2,1.008827238335435e-05
approximat,1,5.044136191677175e-06
approximately,8,4.03530895334174e-05
appt,1,5.044136191677175e-06
apri,1,5.044136191677175e-06
april,5,2.5220680958385876e-05
april/may,1,5.044136191677175e-06
aprtmnt,1,5.044136191677175e-06
apt,806,0.0040655737704918034
apt-,5,2.5220680958385876e-05
apt.,6,3.0264817150063052e-05
apt./private,1,5.044136191677175e-06
apt.deco,1,5.044136191677175e-06
apt.plenty,1,5.044136191677175e-06
apt/not,1,5.044136191677175e-06
aptment,1,5.044136191677175e-06
aptmnt,1,5.044136191677175e-06
apto,1,5.044136191677175e-06
aquamarina,1,5.044136191677175e-06
ar,41,0.0002068095838587642
arbnb,1,5.044136191677175e-06
arched,1,5.044136191677175e-06
architect,5,2.5220680958385876e-05
architect-owned,1,5.044136191677175e-06
architects,1,5.044136191677175e-06
architectural,5,2.5220680958385876e-05
architecturally,1,5.044136191677175e-06
architecturally-d,1,5.044136191677175e-06
architecturally-renovated,1,5.044136191677175e-06
architecture,2,1.008827238335435e-05
are,487,0.0024564943253467843
area,190,0.0009583858764186633
area-,1,5.044136191677175e-06
area.,2,1.008827238335435e-05
areas,8,4.03530895334174e-05
ares,1,5.044136191677175e-06
arg,2,1.008827238335435e-05
argu,1,5.044136191677175e-06
arguably,3,1.5132408575031526e-05
aria,1,5.044136191677175e-06
ariel,1,5.044136191677175e-06
aristocratic,1,5.044136191677175e-06
army,1,5.044136191677175e-06
aroun,8,4.03530895334174e-05
arr,1,5.044136191677175e-06
arriv,1,5.044136191677175e-06
arriva,1,5.044136191677175e-06
arrival,3,1.5132408575031526e-05
arrive,2,1.008827238335435e-05
arrived,1,5.044136191677175e-06
art,51,0.00025725094577553595
art-,2,1.008827238335435e-05
art-deco,1,5.044136191677175e-06
art-fill,1,5.044136191677175e-06
art-fille,1,5.044136191677175e-06
art-filled,20,0.0001008827238335435
art-laden,6,3.0264817150063052e-05
art/yoga,1,5.044136191677175e-06
artful,3,1.5132408575031526e-05
artfully,6,3.0264817150063052e-05
artichoke,1,5.044136191677175e-06
artis,3,1.5132408575031526e-05
artist,99,0.0004993694829760404
artisti,1,5.044136191677175e-06
artistic,32,0.0001614123581336696
artistically,1,5.044136191677175e-06
artists,24,0.00012105926860025221
arts,11,5.5485498108448925e-05
artsy,50,0.00025220680958385876
artwork,3,1.5132408575031526e-05
artworks,2,1.008827238335435e-05
arty,1,5.044136191677175e-06
arv,1,5.044136191677175e-06
arverne,4,2.01765447667087e-05
as,12,6.0529634300126105e-05
asap,1,5.044136191677175e-06
ascend,1,5.044136191677175e-06
ashe,1,5.044136191677175e-06
asian,2,1.008827238335435e-05
ask,16,8.07061790668348e-05
ask.,1,5.044136191677175e-06
asked,1,5.044136191677175e-06
aspect,1,5.044136191677175e-06
associated,1,5.044136191677175e-06
assure,1,5.044136191677175e-06
assured,2,1.008827238335435e-05
ast,2,1.008827238335435e-05
asto,4,2.01765447667087e-05
astor,9,4.539722572509458e-05
astori,8,4.03530895334174e-05
astoria,110,0.0005548549810844893
astoria-ditmars,1,5.044136191677175e-06
astoria/long,2,1.008827238335435e-05
astounding,1,5.044136191677175e-06
ate,1,5.044136191677175e-06
atelier,1,5.044136191677175e-06
atl,1,5.044136191677175e-06
atlantic,3,1.5132408575031526e-05
atleast,1,5.044136191677175e-06
atm,2,1.008827238335435e-05
atmosph,1,5.044136191677175e-06
atmosphere,22,0.00011097099621689785
atmospheri,1,5.044136191677175e-06
att,2,1.008827238335435e-05
attac,1,5.044136191677175e-06
attach,2,1.008827238335435e-05
attached,13,6.557377049180328e-05
attended,1,5.044136191677175e-06
attenti,1,5.044136191677175e-06
attention,10,5.044136191677175e-05
attentive,11,5.5485498108448925e-05
attic,9,4.539722572509458e-05
attick,1,5.044136191677175e-06
attn,1,5.044136191677175e-06
attorney,1,5.044136191677175e-06
attr,2,1.008827238335435e-05
attrac,1,5.044136191677175e-06
attracted,2,1.008827238335435e-05
attracti,1,5.044136191677175e-06
attractio,1,5.044136191677175e-06
attraction,1,5.044136191677175e-06
attractions,7,3.530895334174023e-05
attractive,10,5.044136191677175e-05
aug,3,1.5132408575031526e-05
august,17,8.575031525851197e-05
augustfully,1,5.044136191677175e-06
aunt,1,5.044136191677175e-06
austin,5,2.5220680958385876e-05
aut,1,5.044136191677175e-06
authe,1,5.044136191677175e-06
authentic,33,0.0001664564943253468
authority,2,1.008827238335435e-05
auxi,1,5.044136191677175e-06
av,20,0.0001008827238335435
ava,4,2.01765447667087e-05
avai,12,6.0529634300126105e-05
avail,15,7.566204287515763e-05
availa,5,2.5220680958385876e-05
availab,9,4.539722572509458e-05
availability,17,8.575031525851197e-05
availabl,8,4.03530895334174e-05
available,408,0.0020580075662042876
available.,1,5.044136191677175e-06
availalbe,1,5.044136191677175e-06
ave,48,0.00024211853720050442
ave.,2,1.008827238335435e-05
avec,3,1.5132408575031526e-05
aventure,1,5.044136191677175e-06
avenu,1,5.044136191677175e-06
avenue,33,0.0001664564943253468
avenue.,1,5.044136191677175e-06
avenues,1,5.044136191677175e-06
average,1,5.044136191677175e-06
avilable,1,5.044136191677175e-06
avitacion,1,5.044136191677175e-06
aw,10,5.044136191677175e-05
awa,12,6.0529634300126105e-05
awai,1,5.044136191677175e-06
await,1,5.044136191677175e-06
awaitin,1,5.044136191677175e-06
awaits,8,4.03530895334174e-05
aware,7,3.530895334174023e-05
away,384,0.0019369482976040354
away.,1,5.044136191677175e-06
awes,1,5.044136191677175e-06
awesome,62,0.0003127364438839849
awkwardly,1,5.044136191677175e-06
b,1146,0.005780580075662043
b'wic,1,5.044136191677175e-06
b-side,1,5.044136191677175e-06
b.,1,5.044136191677175e-06
b/1.5b,1,5.044136191677175e-06
b/c,1,5.044136191677175e-06
b/d/4,1,5.044136191677175e-06
b/d/e,2,1.008827238335435e-05
b/r,1,5.044136191677175e-06
b/rm,1,5.044136191677175e-06
b35,1,5.044136191677175e-06
b47,1,5.044136191677175e-06
b8,1,5.044136191677175e-06
ba,45,0.0002269861286254729
baaaaaasccccccckkkkkkkkkk,1,5.044136191677175e-06
baby,6,3.0264817150063052e-05
bac,6,3.0264817150063052e-05
back,83,0.0004186633039092055
backgroun,1,5.044136191677175e-06
backgrounds,2,1.008827238335435e-05
backpacker,3,1.5132408575031526e-05
